Movie_ID,Title,Genre,Release_Date,Budget,Box_Office,IMDB_Rating,RottenTomatoes,Duration_Minutes,Language,Country,Director
2196,Dark Secrets,Drama,October 26 2015,151.8M,714.1M,5.9,,,Hindi,USA,Sophie Laurent
2197,Return of Empire,Thriller,2018-09-03,224.3M,966.4M,NaN,,99.0,English,Canada,Alan Smith
2198,Rise of Galaxy,Sci-Fi,2017/07/28,138.6M,$261881838,NaN,86%,117.0,French,India,Alan Smith
2199,Shadow of Warrior,Comedy,04/12/2017,242002411,1124610746,NaN,95%,175.0,english,India,Emily Stone
2200,Shadow of Kingdom,action,2019-12-13,"$226,603,257",669.0M,NaN,,,english,USA,John Carter
2201,Dark Secrets,Sci-Fi,2017/09/27,"$247,439,615",$303247477,not rated,93%,115.0,English,Canada,Raj Mehra
2202,Return of Empire,Sci-Fi,March 18 2023,113.1M,$139001827,not rated,46%,,Hindi,Canada,James Holloway
2203,The Empire,ACTION,05/10/2015,197.0M,$180662282,8.0,74%,142.0,english,Canada,James Holloway
2204,Legend of Journey,Horror,31/12/2019,"$118,456,046",$92640351,not rated,,86.0,english,USA,James Holloway
2205,Battle of Night,Comedy,14/02/2023,55.4M,188.3M,5.1,,93.0,English,UK,Alan Smith
2206,Last Destiny,Comedy,14/05/2016,5.5M,4.4M,not rated,,102.0,French,India,Emily Stone
2207,Return of Secrets,Drama,2019/09/30,"$187,793,754",$201984281,6.9,,,French,France,Alan Smith
2208,Dark Destiny,Comedy,2020/08/10,202447686,$500206685,5.1,78%,153.0,Spanish,France,Emily Stone
2209,The Night,Horror,05/05/2020,$175687653,720.2M,not rated,,,Spanish,USA,Emily Stone
2210,Return of Night,action,2021-01-14,202714669,822341640,not rated,83%,116.0,Hindi,France,James Holloway
2211,Return of Secrets,action,January 18 2021,"$141,901,753",282601881,8.1,,124.0,english,Canada,Sophie Laurent
2212,Dark Night,Action,09/08/2019,125.3M,108384671,9.0,48%,,English,UK,Sophie Laurent
2213,Last Warrior,Action,September 14 2022,128.1M,386.3M,8.1,,,English,France,Raj Mehra
2214,Love in Journey,SciFi,01/11/2022,"$195,107,709",$618621506,8.3,87%,143.0,English,UK,John Carter
2215,Last Journey,action,26/05/2016,211.4M,825109460,NaN,,153.0,Hindi,USA,John Carter
2216,Legend of Revenge,Sci-Fi,2020-06-03,191309304,944.1M,9.3,67%,,French,USA,Emily Stone
2217,Love in Journey,action,2016-04-15,$74460676,225860027,6.8,54%,,French,USA,Emily Stone
2218,Return of Empire,SciFi,27/09/2017,81.6M,282924719,not rated,,,Spanish,Australia,John Carter
2219,The Night,Comedy,2020-10-03,207605067,303529675,not rated,72%,,Spanish,India,James Holloway
2220,Legend of Destiny,action,17/08/2022,$130390507,$78298275,NaN,55%,116.0,Hindi,UK,Emily Stone
2221,Rise of Kingdom,action,2016/11/11,106.7M,$445060415,NaN,43%,,english,France,James Holloway
2222,Shadow of Dreams,Sci-Fi,2022/08/28,58.1M,$219602000,not rated,61%,133.0,Hindi,USA,Emily Stone
2223,Rise of Destiny,Drama,2017-11-22,$185322566,$221786849,7.5,80%,,English,France,John Carter
2224,Return of Empire,Action,16/01/2019,"$71,530,810",$272999060,NaN,56%,,French,Australia,Sophie Laurent
2225,Return of Kingdom,comedy,06/07/2022,205.9M,801525469,NaN,,,Hindi,Australia,Sophie Laurent
2226,Rise of Kingdom,comedy,September 11 2018,"$115,887,223",471021057,NaN,74%,136.0,Spanish,UK,John Carter
2227,Last Empire,ACTION,23/02/2017,"$148,306,297",145.2M,not rated,,150.0,english,Australia,Emily Stone
2228,Shadow of Kingdom,Horror,May 04 2015,$173733495,347409191,NaN,85%,,english,UK,James Holloway
2229,Last Warrior,Drama,January 10 2017,216624465,878346452,NaN,,,Hindi,Canada,Sophie Laurent
2230,Last Empire,Action,2019-11-16,14106370,"$26,485,219",not rated,67%,,Hindi,UK,Sophie Laurent
2231,Return of Kingdom,Drama,April 22 2022,138369226,$357250885,7.4,47%,117.0,French,India,James Holloway
2232,Dark Galaxy,HORROR,2019-11-18,$72989646,302484993,not rated,94%,,French,USA,Alan Smith
2233,Shadow of Dreams,Romance,2016/03/02,156.3M,"$178,966,063",NaN,89%,112.0,Hindi,USA,Emily Stone
2234,Last Galaxy,Romance,February 12 2022,226.5M,"$348,871,759",not rated,62%,172.0,French,USA,Alan Smith
2235,Love in Night,Drama,June 08 2018,163.8M,752845831,8.2,,177.0,English,France,Emily Stone
2236,Shadow of Journey,Thriller,12/03/2016,"$239,634,562","$430,272,461",NaN,97%,105.0,Spanish,India,Alan Smith
2237,Shadow of Journey,Sci-Fi,2016/02/24,236524775,826.8M,not rated,57%,,Hindi,Australia,James Holloway
2238,Legend of Revenge,Comedy,2020-08-29,$31655405,$27333175,6.3,85%,153.0,English,France,Emily Stone
2239,Dark Secrets,Drama,26/11/2016,83370699,296488651,NaN,51%,164.0,Hindi,Australia,James Holloway
2240,Return of Journey,Comedy,15/03/2023,63256656,"$290,850,402",not rated,77%,,English,USA,John Carter
2241,Battle of Journey,ACTION,October 05 2015,"$42,031,589",92.8M,not rated,,,Hindi,India,Alan Smith
2242,Dark Journey,Comedy,2016-04-01,23.3M,"$49,583,974",not rated,75%,,english,USA,Emily Stone
2243,Dark Empire,SciFi,25/12/2021,"$222,405,865",680017134,6.7,46%,,english,UK,John Carter
2244,Dark Empire,ACTION,2022/09/04,204.2M,$388190624,NaN,74%,85.0,French,India,Sophie Laurent
2245,Battle of Destiny,ACTION,May 11 2016,12.4M,"$37,452,326",not rated,,,English,India,Sophie Laurent
2246,Dark Secrets,HORROR,2020/10/14,61.3M,$51438800,NaN,90%,110.0,english,USA,Raj Mehra
2247,Love in Empire,HORROR,2018-03-05,146136603,427.1M,not rated,57%,113.0,English,France,Raj Mehra
2248,Battle of Dreams,Horror,2022/11/09,172.8M,511.3M,NaN,,158.0,Hindi,UK,John Carter
2249,Battle of Warrior,Comedy,2019/05/20,84.6M,277931922,5.1,,128.0,Spanish,USA,James Holloway
2250,The Night,Comedy,April 21 2022,210.9M,$760233847,not rated,,103.0,French,France,James Holloway
2251,Last Secrets,Comedy,June 09 2021,$182811389,250489029,not rated,,,English,France,Raj Mehra
2252,Love in Secrets,Horror,October 23 2022,245.1M,871181398,5.9,88%,,French,France,Emily Stone
2253,Last Destiny,Horror,08/01/2020,45597157,223.5M,NaN,43%,,Spanish,India,John Carter
2254,Dark Secrets,Horror,August 26 2016,"$120,738,658",462719827,NaN,68%,122.0,French,Australia,Raj Mehra
2255,Rise of Kingdom,SciFi,2019/03/09,"$58,930,307",132616892,not rated,48%,113.0,French,India,James Holloway
2256,Shadow of Dreams,Sci-Fi,04/06/2020,$213390323,"$583,286,198",8.8,,,Spanish,USA,James Holloway
2257,Last Warrior,Drama,2019/05/10,$67848388,$77237028,not rated,94%,,Spanish,India,Alan Smith
2258,Return of Empire,Comedy,2018-01-05,"$180,385,912",581901540,6.2,,,Spanish,Australia,Raj Mehra
2259,Battle of Empire,Thriller,2020-08-03,235617038,$588368249,NaN,64%,120.0,english,France,John Carter
2260,Rise of Journey,comedy,08/03/2018,18658457,75150729,not rated,,,French,India,John Carter
2261,Battle of Journey,comedy,January 26 2015,248.3M,524.0M,NaN,67%,152.0,Hindi,Canada,Emily Stone
2262,Last Warrior,SciFi,September 03 2020,"$139,076,090",$262051034,not rated,,,english,Australia,James Holloway
2263,Rise of Warrior,ACTION,19/04/2017,"$189,159,978",$581438139,6.1,,174.0,english,India,Emily Stone
2264,Last Kingdom,comedy,2018/12/09,191841843,101723043,not rated,57%,,French,France,John Carter
2265,Legend of Secrets,Comedy,2021-06-20,$84645038,162554724,not rated,,,French,Australia,Alan Smith
2266,Dark Journey,Thriller,2019/11/09,206819295,861.5M,NaN,,101.0,Spanish,Australia,Emily Stone
2267,Shadow of Secrets,Sci-Fi,June 27 2018,96.8M,"$418,650,504",NaN,,,Spanish,India,Raj Mehra
2268,Shadow of Journey,Drama,May 10 2018,"$154,870,648","$426,785,811",4.5,,173.0,French,Canada,Sophie Laurent
2269,Battle of Galaxy,Romance,2020/11/25,164.7M,$695164895,NaN,,,english,Canada,John Carter
2270,Rise of Night,Comedy,16/08/2015,$70969075,"$87,293,520",9.5,55%,95.0,English,Canada,James Holloway
2271,Dark Night,Horror,December 18 2020,184.5M,110043793,6.1,,130.0,Spanish,France,John Carter
2272,Return of Revenge,HORROR,February 17 2020,97.2M,81355581,not rated,,,Spanish,Canada,Sophie Laurent
2273,Rise of Galaxy,Drama,2018/11/30,179527853,495051625,9.4,82%,,Spanish,France,Emily Stone
2274,Legend of Warrior,Drama,2022/08/27,$72199067,$58287236,not rated,77%,,english,UK,Alan Smith
2275,Battle of Revenge,Thriller,19/11/2016,166801431,313.5M,not rated,,,Spanish,France,Sophie Laurent
2276,The Destiny,Action,2016/06/21,$121529740,$324027351,not rated,60%,86.0,Spanish,Australia,Alan Smith
2277,Shadow of Destiny,Drama,2022-02-21,$47639748,45.4M,not rated,,,Hindi,France,Emily Stone
2278,Rise of Revenge,Drama,2019/10/07,"$54,089,385","$63,677,789",not rated,62%,151.0,Hindi,India,Emily Stone
2279,Dark Galaxy,Romance,2021-01-14,40.3M,$89638714,not rated,,,English,Australia,James Holloway
2280,Shadow of Night,Horror,03/05/2018,245.0M,$298453415,NaN,40%,179.0,english,Canada,John Carter
2281,Battle of Empire,ACTION,December 21 2017,$234503905,733.8M,9.1,45%,164.0,French,France,John Carter
2282,Return of Dreams,Thriller,25/09/2022,"$184,657,039",555389275,not rated,,,Hindi,UK,Alan Smith
2283,Shadow of Journey,Drama,02/05/2020,111.8M,88.5M,6.0,,97.0,French,France,Alan Smith
2284,Return of Secrets,Comedy,21/06/2021,33.4M,"$67,714,968",6.8,93%,,English,Australia,John Carter
2285,Return of Galaxy,HORROR,2015/07/27,"$60,752,457",272241488,not rated,,149.0,Hindi,France,Alan Smith
2286,Rise of Warrior,HORROR,2021-10-08,"$55,719,221",81822713,not rated,78%,,Hindi,Canada,Sophie Laurent
2287,Dark Dreams,SciFi,2022-06-28,157.3M,"$571,889,907",not rated,,171.0,english,USA,Emily Stone
2288,Dark Secrets,action,2015-07-07,110.1M,479.4M,NaN,96%,,Hindi,UK,Sophie Laurent
2289,Love in Secrets,action,01/11/2017,"$226,113,549",$276233058,NaN,80%,,French,Australia,Raj Mehra
2290,Battle of Kingdom,Action,2022/01/13,69.1M,133882972,not rated,98%,,english,USA,John Carter
2291,The Revenge,Comedy,10/02/2022,16.7M,52548486,NaN,,,Hindi,Canada,Alan Smith
2292,Legend of Night,SciFi,2022-05-03,"$37,372,115",99.3M,NaN,80%,113.0,Hindi,France,James Holloway
2293,Love in Kingdom,comedy,September 24 2015,179.1M,725334700,NaN,,,english,UK,John Carter
2294,Dark Destiny,Thriller,2020/08/08,224479742,1111.6M,not rated,,,English,USA,Emily Stone
2295,Return of Galaxy,SciFi,13/07/2018,"$211,461,822",979638850,not rated,56%,96.0,Spanish,India,Sophie Laurent
2296,Rise of Night,Drama,2018/12/17,243.2M,"$261,536,073",6.8,,,English,UK,John Carter
2297,Love in Night,Comedy,24/08/2015,81434362,$93457998,7.2,,104.0,Spanish,Canada,Sophie Laurent
2298,Return of Dreams,Romance,August 31 2016,"$37,711,478","$21,594,889",not rated,63%,,Spanish,France,Sophie Laurent
2299,Battle of Revenge,Romance,April 01 2022,"$154,516,381",$258250872,NaN,74%,,French,France,Alan Smith
2300,The Journey,Horror,September 30 2016,189.4M,626365382,NaN,,173.0,French,Australia,John Carter
2301,Last Galaxy,Horror,01/08/2019,187.5M,$910478159,NaN,77%,,english,Canada,Alan Smith
2302,Love in Secrets,ACTION,13/05/2017,217.8M,289598711,8.2,71%,,French,Canada,Emily Stone
2303,Battle of Empire,Thriller,August 25 2022,167601687,"$620,498,331",not rated,83%,,French,France,Alan Smith
2304,Rise of Night,HORROR,2023/03/05,$33281060,$23525643,not rated,65%,,Spanish,Australia,Raj Mehra
2305,Shadow of Night,comedy,October 10 2021,$131399628,"$623,085,157",not rated,,,Spanish,Australia,James Holloway
2306,Return of Night,comedy,12/07/2015,"$116,961,184",$479541943,not rated,41%,135.0,Hindi,France,Alan Smith
2307,Shadow of Galaxy,SciFi,15/07/2020,$162200365,$130818902,8.4,50%,,english,USA,Raj Mehra
2308,The Empire,Romance,19/09/2016,$210187278,452.3M,5.3,52%,135.0,English,UK,John Carter
2309,Rise of Warrior,SciFi,06/07/2015,"$164,355,922",$491409308,NaN,70%,89.0,english,Canada,James Holloway
2310,Return of Destiny,Romance,2020/02/13,167.2M,97293403,not rated,84%,85.0,English,Australia,Raj Mehra
2311,Rise of Journey,Sci-Fi,04/11/2018,"$176,491,131",880.6M,not rated,,,English,UK,John Carter
2312,Battle of Night,Sci-Fi,2021-12-09,$88917260,158366256,9.4,,86.0,French,India,Raj Mehra
2313,Last Empire,Action,27/12/2021,$55029793,"$251,899,494",not rated,76%,107.0,english,USA,Alan Smith
2314,The Dreams,HORROR,18/12/2022,"$183,795,631",655.4M,not rated,54%,,english,Australia,Alan Smith
2315,Shadow of Empire,ACTION,28/12/2015,$108181333,$132067549,not rated,,106.0,english,France,Alan Smith
2316,Rise of Revenge,SciFi,2020-09-01,$187437663,116131770,NaN,,179.0,Spanish,USA,Sophie Laurent
2317,Return of Kingdom,Sci-Fi,16/11/2017,90861398,84621772,5.7,50%,,English,France,Emily Stone
2318,Dark Galaxy,Romance,April 05 2015,$221605872,1039.3M,8.5,,94.0,Hindi,USA,Alan Smith
2319,The Kingdom,comedy,August 17 2020,"$91,530,685",373.4M,NaN,68%,,Spanish,UK,Alan Smith
2320,The Empire,Horror,07/05/2022,$126355440,410007276,not rated,58%,128.0,Hindi,UK,Emily Stone
2321,Battle of Warrior,SciFi,2016/11/15,245463955,"$131,324,017",9.1,75%,157.0,English,Australia,Raj Mehra
2322,The Dreams,action,04/01/2016,$248678982,"$388,725,437",NaN,97%,134.0,English,Canada,Raj Mehra
2323,Shadow of Night,Action,July 02 2019,$15614007,$33374086,not rated,,145.0,English,France,John Carter
2324,Legend of Dreams,SciFi,2021/05/10,184393635,"$418,194,898",7.7,,,Spanish,USA,James Holloway
2325,Rise of Galaxy,Horror,2022-05-17,$175381338,$322689676,NaN,,,French,Australia,Alan Smith
2326,Rise of Secrets,Drama,June 13 2016,129747889,$321178122,5.0,76%,,French,UK,James Holloway
2327,Battle of Journey,Action,12/06/2016,"$25,159,882",$118098909,NaN,,142.0,French,France,Emily Stone
2328,Return of Warrior,Action,December 03 2021,"$41,503,165",81.0M,not rated,70%,,english,France,Sophie Laurent
2329,Return of Galaxy,Romance,February 16 2023,171268695,$553981907,NaN,41%,,French,India,Emily Stone
2330,Last Revenge,comedy,December 26 2020,167.8M,"$687,856,453",7.9,77%,,Hindi,India,Emily Stone
2331,Legend of Kingdom,Sci-Fi,2022/06/02,69356380,"$222,817,586",8.4,70%,127.0,english,UK,John Carter
2332,The Destiny,Sci-Fi,04/10/2019,"$109,805,003",366.6M,8.4,56%,,French,Australia,Sophie Laurent
2333,Dark Warrior,Sci-Fi,2017/05/17,"$73,565,385",328842767,5.4,,143.0,Hindi,UK,James Holloway
2334,Rise of Night,Comedy,January 14 2018,"$102,658,506",$219054157,NaN,,,Hindi,Canada,James Holloway
2335,Shadow of Destiny,Romance,March 20 2021,"$133,325,906",451.6M,not rated,,94.0,Spanish,USA,John Carter
2336,Battle of Secrets,ACTION,2017/10/27,249.2M,"$582,069,970",not rated,68%,,english,UK,Sophie Laurent
2337,Legend of Journey,Drama,2022-03-27,180.0M,"$824,868,772",8.8,,,Hindi,Australia,John Carter
2338,Last Journey,HORROR,27/12/2016,$218926278,630.6M,not rated,,126.0,English,USA,Emily Stone
2339,Last Revenge,comedy,2017/09/04,140069242,"$127,890,968",not rated,43%,,English,France,Alan Smith
2340,Love in Destiny,Thriller,2015/04/19,202670854,"$779,372,184",NaN,78%,103.0,Spanish,France,Raj Mehra
2341,Love in Dreams,Action,2019-10-06,192.9M,642366280,not rated,40%,98.0,Hindi,USA,Sophie Laurent
2342,Rise of Revenge,Action,January 07 2015,$200192089,"$992,796,424",NaN,,150.0,english,USA,Sophie Laurent
2343,Rise of Night,Thriller,November 15 2022,"$21,127,043",63.3M,NaN,,,Spanish,UK,Sophie Laurent
2344,Rise of Night,action,February 13 2018,"$13,702,752",64.3M,not rated,70%,147.0,english,Australia,Raj Mehra
2345,Dark Secrets,Drama,November 25 2016,118.6M,95435472,not rated,,,Spanish,Canada,Sophie Laurent
2346,Dark Dreams,SciFi,2020/05/11,"$164,191,190",251754236,6.7,,177.0,English,UK,Raj Mehra
2347,Legend of Destiny,Drama,January 19 2015,"$63,631,179",$205121396,NaN,,179.0,english,Canada,James Holloway
2348,Love in Secrets,Romance,2019/04/19,$211023857,629257102,NaN,,135.0,French,UK,John Carter
2349,The Destiny,Horror,06/04/2018,218996343,"$278,422,984",NaN,,98.0,english,UK,James Holloway
2350,Legend of Dreams,HORROR,06/02/2022,161.3M,293691015,NaN,,167.0,French,France,Emily Stone
2351,Battle of Revenge,Romance,January 24 2019,163567431,"$325,308,387",NaN,,178.0,Hindi,USA,Sophie Laurent
2352,Legend of Night,Sci-Fi,2020-02-19,$50776964,240898797,8.5,94%,146.0,Spanish,UK,Raj Mehra
2353,Love in Dreams,ACTION,2017/05/06,189053436,741.8M,not rated,76%,103.0,english,Australia,Raj Mehra
2354,Battle of Empire,Action,April 13 2021,$96112117,164.5M,7.4,,,Spanish,Australia,James Holloway
2355,Return of Kingdom,Drama,11/10/2015,131107101,590013551,NaN,,138.0,Hindi,India,Emily Stone
2356,The Night,Action,September 24 2020,"$121,604,646",$470034413,6.5,,137.0,English,Canada,Raj Mehra
2357,Return of Journey,ACTION,05/11/2020,138729192,397.5M,9.5,82%,173.0,Hindi,USA,Emily Stone
2358,Rise of Revenge,Action,01/10/2017,"$169,543,171",$135092883,NaN,,,english,France,Emily Stone
2359,The Warrior,Romance,07/03/2015,$220913454,"$970,381,224",not rated,74%,178.0,English,USA,Raj Mehra
2360,Battle of Revenge,SciFi,2020/02/18,69503799,"$325,562,651",NaN,,,Hindi,UK,James Holloway
2361,The Galaxy,comedy,2020-08-27,93.8M,307.6M,not rated,86%,98.0,english,France,Raj Mehra
2362,Dark Galaxy,Comedy,21/07/2015,"$59,846,401","$184,559,860",5.4,,171.0,Hindi,Australia,Raj Mehra
2363,The Journey,Action,2016/08/09,89.5M,$180281056,NaN,,,English,UK,Emily Stone
2364,Last Night,Horror,2020/05/09,"$38,097,035",$147000271,NaN,58%,,english,France,Emily Stone
2365,Battle of Galaxy,Action,December 14 2016,$240887728,1025881898,NaN,98%,129.0,English,India,Sophie Laurent
2366,Dark Kingdom,HORROR,2017/04/24,203783701,$833318684,not rated,,152.0,Spanish,Australia,Emily Stone
2367,Last Secrets,Drama,2015/12/05,163.2M,$782174217,not rated,,,Hindi,UK,Alan Smith
2368,Shadow of Galaxy,HORROR,2015-01-25,72.5M,$286594221,9.3,59%,,French,Canada,James Holloway
2369,The Destiny,Horror,2021/08/05,93646441,154.6M,8.3,,,English,Australia,Raj Mehra
2370,Love in Journey,ACTION,March 13 2022,$187286479,"$728,621,034",not rated,41%,,English,France,Alan Smith
2371,Battle of Galaxy,comedy,2022/11/11,$246674856,"$912,668,420",5.0,,,Spanish,Canada,Sophie Laurent
2372,Rise of Revenge,comedy,2018/12/04,220.3M,"$789,296,811",NaN,81%,176.0,english,Canada,Alan Smith
2373,Legend of Dreams,action,2018-12-25,136502741,490412932,not rated,,,English,Australia,James Holloway
2374,Love in Destiny,Sci-Fi,August 26 2019,$102926775,"$438,604,806",not rated,,,English,UK,Raj Mehra
2375,Rise of Revenge,action,21/10/2015,"$241,923,350",524.3M,6.6,51%,,English,Canada,Sophie Laurent
2376,Love in Destiny,HORROR,2016-06-10,"$105,178,175",239508513,NaN,,,Spanish,France,Raj Mehra
2377,Legend of Secrets,Sci-Fi,2017-03-22,86650692,"$248,269,397",4.8,71%,118.0,French,Canada,Sophie Laurent
2378,Rise of Revenge,comedy,29/06/2016,$53434059,$209922645,NaN,65%,,French,India,John Carter
2379,Legend of Revenge,Comedy,2020-03-26,207.2M,668.5M,NaN,,104.0,english,USA,Alan Smith
2380,Battle of Galaxy,Romance,2018/12/16,55617028,115.0M,not rated,58%,,English,USA,James Holloway
2381,The Galaxy,Thriller,2016/10/14,"$241,188,987",$129711234,5.6,59%,,Hindi,Australia,Alan Smith
2382,Dark Warrior,Romance,16/02/2023,60.6M,234208891,not rated,72%,86.0,Spanish,USA,Emily Stone
2383,Dark Kingdom,Romance,19/08/2019,$231309480,562.5M,not rated,82%,175.0,English,Australia,Sophie Laurent
2384,Battle of Journey,HORROR,03/05/2015,139893270,549709001,6.4,,146.0,Spanish,USA,Emily Stone
2385,Dark Secrets,Horror,February 20 2018,$71105800,"$86,226,043",not rated,71%,176.0,Spanish,UK,John Carter
2386,Dark Galaxy,Drama,05/02/2022,$228500158,"$345,518,935",NaN,,,Hindi,France,Alan Smith
2387,Dark Empire,Thriller,2017-10-19,227.9M,214626544,not rated,,93.0,French,UK,Sophie Laurent
2388,Last Kingdom,HORROR,October 23 2015,"$81,246,070","$351,102,346",7.0,98%,176.0,Hindi,USA,James Holloway
2389,Battle of Revenge,comedy,2021-06-10,"$162,598,815",422858147,NaN,,,Hindi,India,Raj Mehra
2390,Shadow of Revenge,action,May 13 2021,247.2M,$1230518580,8.9,,,Spanish,UK,Sophie Laurent
2391,Last Dreams,SciFi,2020/05/21,185094142,$802578812,8.1,,,English,Australia,John Carter
2392,Rise of Dreams,HORROR,2018/11/20,194792957,"$881,743,539",5.2,,160.0,French,USA,John Carter
2393,Rise of Warrior,Romance,2020-02-26,160470687,643629914,NaN,82%,137.0,Spanish,France,Raj Mehra
2394,Battle of Warrior,Action,02/07/2022,$16163732,"$80,472,861",not rated,53%,93.0,English,Canada,Raj Mehra
2395,Battle of Revenge,Comedy,20/12/2019,$119601380,"$272,940,051",7.7,,149.0,French,UK,Alan Smith
2396,Rise of Secrets,Romance,2022-10-23,134.7M,67911432,NaN,,,French,France,John Carter
2397,Battle of Galaxy,HORROR,2017-09-26,90267652,151.0M,8.1,,,Spanish,Australia,Raj Mehra
2398,Return of Empire,Drama,2020/10/20,$137916955,$532109413,NaN,53%,102.0,French,France,Sophie Laurent
2399,Battle of Kingdom,Action,2022-09-12,89.9M,$155018176,6.0,,134.0,Hindi,Canada,Alan Smith
2400,The Empire,action,2021-07-03,$211310496,802963024,not rated,,,english,Australia,James Holloway
2401,Return of Revenge,HORROR,2017-08-08,200.5M,$548023089,not rated,,,French,USA,Raj Mehra
2402,Return of Empire,Drama,18/04/2018,63.8M,"$73,081,271",6.3,46%,159.0,english,UK,Raj Mehra
2403,The Secrets,comedy,November 11 2016,$85592809,"$373,970,814",NaN,79%,178.0,english,India,Raj Mehra
2404,Love in Journey,Sci-Fi,2019-10-29,150556826,"$556,111,367",not rated,,94.0,Hindi,USA,Emily Stone
2405,Battle of Kingdom,Comedy,2020/12/26,62.0M,188.5M,not rated,52%,152.0,Spanish,India,Alan Smith
2406,Return of Secrets,Romance,2020-01-08,"$69,107,291",84646740,8.3,72%,,English,UK,James Holloway
2407,Dark Destiny,Comedy,2017-07-03,$155119964,133294863,7.0,,,French,France,John Carter
2408,Legend of Kingdom,HORROR,2016-07-06,"$164,159,586",$182985153,not rated,,,English,UK,Raj Mehra
2409,Shadow of Galaxy,Romance,22/02/2015,172569692,$670572485,NaN,,99.0,Hindi,Canada,Alan Smith
2410,Love in Dreams,Drama,2020-03-21,"$182,809,024",855485847,NaN,,,English,Australia,Emily Stone
2411,Battle of Dreams,ACTION,2018/12/26,88.0M,169.3M,not rated,74%,126.0,French,Australia,Raj Mehra
2412,Rise of Kingdom,Drama,2016-03-02,$158932960,771.2M,NaN,97%,,English,UK,Alan Smith
2413,Love in Journey,Action,April 12 2022,$119843388,214618087,not rated,40%,149.0,English,Canada,Sophie Laurent
2414,The Warrior,SciFi,2018/08/03,$74572264,"$182,898,216",NaN,,133.0,english,India,Raj Mehra
2415,Last Secrets,Drama,July 20 2016,160.2M,188735465,4.8,,,Spanish,Australia,Sophie Laurent
2416,Legend of Empire,Romance,09/04/2017,113.0M,"$154,360,065",NaN,,,Spanish,France,Emily Stone
2417,Shadow of Galaxy,Romance,2020-04-06,"$72,360,462",192.9M,NaN,,173.0,French,Canada,John Carter
2418,Return of Destiny,HORROR,26/09/2016,158.2M,$784615979,not rated,51%,102.0,French,India,James Holloway
2419,Last Destiny,Horror,January 16 2019,69.6M,249.4M,not rated,79%,125.0,English,UK,John Carter
2420,Dark Revenge,Comedy,25/04/2015,"$18,734,756","$84,445,623",6.7,,163.0,Hindi,France,Raj Mehra
2421,Love in Dreams,SciFi,2016/02/15,223325048,"$870,418,388",5.0,,,english,Canada,Alan Smith
2422,Love in Night,Romance,May 11 2017,248530831,723997807,not rated,73%,111.0,Spanish,India,James Holloway
2423,Legend of Secrets,Romance,March 05 2022,151129535,374367479,not rated,,111.0,French,India,Sophie Laurent
2424,Last Revenge,Action,2016/02/27,"$9,414,757",40800596,9.3,72%,115.0,French,UK,Raj Mehra
2425,Last Journey,comedy,2021-05-27,$18180579,51270142,8.5,56%,172.0,english,USA,John Carter
2426,Rise of Revenge,Sci-Fi,2017/08/20,196482959,"$938,868,803",9.4,,,Hindi,USA,James Holloway
2427,Dark Journey,HORROR,30/03/2019,"$206,361,603",105.7M,4.9,80%,,Spanish,France,John Carter
2428,Love in Empire,Thriller,2022-05-26,"$14,767,051",32811263,NaN,66%,166.0,French,UK,Raj Mehra
2429,Legend of Secrets,action,2023/01/24,"$182,200,270",366.2M,5.9,,,Spanish,Canada,James Holloway
2430,Return of Warrior,action,October 30 2019,$90751581,"$448,347,339",NaN,49%,152.0,Hindi,UK,Emily Stone
2431,The Journey,action,2015-10-05,73248066,"$315,854,433",NaN,41%,116.0,Hindi,Australia,Emily Stone
2432,Love in Journey,action,October 31 2017,"$13,168,848","$56,394,286",7.8,71%,,Spanish,UK,James Holloway
2433,Rise of Warrior,HORROR,12/03/2021,73.6M,"$280,322,425",5.3,72%,130.0,English,Canada,Raj Mehra
2434,Dark Warrior,action,2019/12/10,$235727253,$1178008141,9.4,,,English,UK,John Carter
2435,Shadow of Night,Thriller,2021-09-24,"$133,104,506",507.8M,5.7,92%,131.0,english,France,James Holloway
2436,Shadow of Galaxy,Horror,August 01 2017,166.2M,$380240347,not rated,93%,,Hindi,UK,Sophie Laurent
2437,Last Warrior,Thriller,April 21 2021,$165020866,"$516,209,028",5.6,,,English,UK,Raj Mehra
2438,Shadow of Secrets,Romance,July 11 2015,$115451712,398.2M,NaN,,169.0,Hindi,Canada,John Carter
2439,Legend of Warrior,Comedy,2020/03/26,"$229,483,911",$439986948,4.8,,,French,Canada,Emily Stone
2440,Rise of Journey,action,June 07 2020,$67144014,$205192132,NaN,,,Spanish,France,James Holloway
2441,Return of Journey,comedy,2018/02/13,185981451,874194897,NaN,48%,,English,UK,Alan Smith
2442,The Kingdom,action,2021-02-03,"$75,683,492",73103903,7.1,72%,130.0,Spanish,Australia,Raj Mehra
2443,Last Galaxy,HORROR,October 08 2017,$172812395,305735641,NaN,,,Hindi,India,Emily Stone
2444,Last Kingdom,Action,2017-06-07,120577253,"$287,493,625",not rated,,125.0,Hindi,Australia,Raj Mehra
2445,Return of Journey,Sci-Fi,01/01/2018,"$23,000,178","$37,219,366",not rated,,,english,Australia,Emily Stone
2446,The Kingdom,Romance,January 09 2021,"$241,886,786","$1,045,359,689",not rated,,,English,USA,John Carter
2447,Battle of Night,SciFi,September 09 2018,73171560,"$240,537,291",not rated,,,Spanish,Canada,John Carter
